20201201153855589454,109.22,1,10,9,1
20201201153855589419,109.22,1,10,9,1
20201201153855590686,109.22,1,10,9,1
20201201153855590800,109.22,1,10,9,1
20201201153855590699,109.22,1,10,9,1
20201201153855590944,109.22,1,10,9,1
20201201153855590535,109.22,1,10,9,1
20201201153855590476,109.22,1,10,9,1
20201201153855590857,109.22,1,10,9,1
20201201153855590262,109.22,1,10,9,1
20201201153855590698,109.22,1,10,9,1
20201201153855590402,109.22,1,10,9,1
20201201153855590756,109.22,1,10,9,1
20201201153855590762,109.22,1,10,9,1
20201201153855590554,109.22,1,10,9,1
20201201153855590532,109.22,1,10,9,1
20201201153855590610,109.22,1,10,9,1
20201201153855590657,109.22,1,10,9,1
20201201153855590267,109.22,1,10,9,1
20201201153855590759,109.22,1,10,9,1
20201201153855590643,109.22,1,10,9,1
20201201153855590494,109.22,1,10,9,1
20201201153855590540,109.22,1,10,9,1
20201201153855590614,109.22,1,10,9,1
20201201153855590253,109.22,1,10,9,1
20201201153855590337,109.22,1,10,9,1
20201201153855590879,109.22,1,10,9,1
20201201153855590232,109.22,1,10,9,1
20201201153855590626,109.22,1,10,9,1
20201201153855590546,109.22,1,10,9,1
20201201153855590381,109.22,1,10,9,1
20201201153855590264,109.22,1,10,9,1
20201201153855590443,109.22,1,10,9,1
20201201153855590271,109.22,1,10,9,1
20201201153855590315,109.22,1,10,9,1
20201201153855590414,109.22,1,10,9,1
20201201153855590893,109.22,1,10,9,1
20201201153855590514,109.22,1,10,9,1
20201201153855590310,109.22,1,10,9,1
20201201153855590856,109.22,1,10,9,1
20201201153855590212,109.22,1,10,9,1
20201201153855590586,109.22,1,10,9,1
20201201153855590976,109.22,1,10,9,1
20201201153855590585,109.22,1,10,9,1
20201201153855590681,109.22,1,10,9,1
20201201153855590656,109.22,1,10,9,1
20201201153855590599,109.22,1,10,9,1
20201201153855590236,109.22,1,10,9,1
20201201153855590974,109.22,1,10,9,1
20201201153855590626,109.22,1,10,9,1
20201201153855590113,109.22,1,10,9,1
20201201153855590705,109.22,1,10,9,1
20201201153855590119,109.22,1,10,9,1
20201201153855590880,109.22,1,10,9,1
20201201153855590787,109.22,1,10,9,1
20201201153855590400,109.22,1,10,9,1
20201201153855590189,109.22,1,10,9,1
20201201153855590459,109.22,1,10,9,1
20201201153855590492,109.22,1,10,9,1
20201201153855590970,109.22,1,10,9,1
20201201153855590899,109.22,1,10,9,1
20201201153855591853,109.22,1,10,9,1
20201201153855591446,109.22,1,10,9,1
20201201153855591297,109.22,1,10,9,1
20201201153855591434,109.22,1,10,9,1
20201201153855591226,109.22,1,10,9,1
20201201153855591829,109.22,1,10,9,1
20201201153855591948,109.22,1,10,9,1
